ID_participant,ID_participant_long,sex.prolific,age,education_covariate,survey_eval_difficulty
56fa002e8425ef000b3a4276,political_trust_washington_56fa002e8425ef000b3a4276,Male,34,5,4
56fa002e8425ef000b3a4276,president_56fa002e8425ef000b3a4276,Male,34,5,4
56fa002e8425ef000b3a4276,trust_most_people_56fa002e8425ef000b3a4276,Male,34,5,4
56fa002e8425ef000b3a4276,vote_choice_2_56fa002e8425ef000b3a4276,Male,34,5,4
570398bed4cf7f000e947925,children_570398bed4cf7f000e947925,Male,27,3,4
570398bed4cf7f000e947925,climate_evaluation_570398bed4cf7f000e947925,Male,27,3,4
570398bed4cf7f000e947925,education_university_570398bed4cf7f000e947925,Male,27,3,4
570398bed4cf7f000e947925,future_children_570398bed4cf7f000e947925,Male,27,3,4
570398bed4cf7f000e947925,life_satisfaction_570398bed4cf7f000e947925,Male,27,3,4
570398bed4cf7f000e947925,most_important_problem_570398bed4cf7f000e947925,Male,27,3,4
570398bed4cf7f000e947925,political_trust_washington_570398bed4cf7f000e947925,Male,27,3,4
570398bed4cf7f000e947925,president_570398bed4cf7f000e947925,Male,27,3,4
570398bed4cf7f000e947925,trust_most_people_570398bed4cf7f000e947925,Male,27,3,4
570398bed4cf7f000e947925,vote_choice_2_570398bed4cf7f000e947925,Male,27,3,4
570b7b5fb9b52b00102d96f9,children_570b7b5fb9b52b00102d96f9,Female,35,4,4
570b7b5fb9b52b00102d96f9,climate_evaluation_570b7b5fb9b52b00102d96f9,Female,35,4,4
570b7b5fb9b52b00102d96f9,education_university_570b7b5fb9b52b00102d96f9,Female,35,4,4
570b7b5fb9b52b00102d96f9,future_children_570b7b5fb9b52b00102d96f9,Female,35,4,4
570b7b5fb9b52b00102d96f9,life_satisfaction_570b7b5fb9b52b00102d96f9,Female,35,4,4
570b7b5fb9b52b00102d96f9,most_important_problem_570b7b5fb9b52b00102d96f9,Female,35,4,4
570b7b5fb9b52b00102d96f9,political_trust_washington_570b7b5fb9b52b00102d96f9,Female,35,4,4
570b7b5fb9b52b00102d96f9,president_570b7b5fb9b52b00102d96f9,Female,35,4,4
570b7b5fb9b52b00102d96f9,trust_most_people_570b7b5fb9b52b00102d96f9,Female,35,4,4
570b7b5fb9b52b00102d96f9,vote_choice_2_570b7b5fb9b52b00102d96f9,Female,35,4,4
571f8b7d936f5f0009c6d7c9,children_571f8b7d936f5f0009c6d7c9,Female,59,4,3
571f8b7d936f5f0009c6d7c9,climate_evaluation_571f8b7d936f5f0009c6d7c9,Female,59,4,3
571f8b7d936f5f0009c6d7c9,education_university_571f8b7d936f5f0009c6d7c9,Female,59,4,3
571f8b7d936f5f0009c6d7c9,future_children_571f8b7d936f5f0009c6d7c9,Female,59,4,3
571f8b7d936f5f0009c6d7c9,life_satisfaction_571f8b7d936f5f0009c6d7c9,Female,59,4,3
571f8b7d936f5f0009c6d7c9,most_important_problem_571f8b7d936f5f0009c6d7c9,Female,59,4,3
571f8b7d936f5f0009c6d7c9,political_trust_washington_571f8b7d936f5f0009c6d7c9,Female,59,4,3
571f8b7d936f5f0009c6d7c9,president_571f8b7d936f5f0009c6d7c9,Female,59,4,3
571f8b7d936f5f0009c6d7c9,trust_most_people_571f8b7d936f5f0009c6d7c9,Female,59,4,3
571f8b7d936f5f0009c6d7c9,vote_choice_2_571f8b7d936f5f0009c6d7c9,Female,59,4,3
573192985b8b06000f7c2718,children_573192985b8b06000f7c2718,Female,27,7,3
573192985b8b06000f7c2718,climate_evaluation_573192985b8b06000f7c2718,Female,27,7,3
573192985b8b06000f7c2718,education_university_573192985b8b06000f7c2718,Female,27,7,3
573192985b8b06000f7c2718,future_children_573192985b8b06000f7c2718,Female,27,7,3
573192985b8b06000f7c2718,life_satisfaction_573192985b8b06000f7c2718,Female,27,7,3
573192985b8b06000f7c2718,most_important_problem_573192985b8b06000f7c2718,Female,27,7,3
573192985b8b06000f7c2718,political_trust_washington_573192985b8b06000f7c2718,Female,27,7,3
573192985b8b06000f7c2718,president_573192985b8b06000f7c2718,Female,27,7,3
573192985b8b06000f7c2718,trust_most_people_573192985b8b06000f7c2718,Female,27,7,3
573192985b8b06000f7c2718,vote_choice_2_573192985b8b06000f7c2718,Female,27,7,3
576787093c6f2e0001bd472e,children_576787093c6f2e0001bd472e,Female,59,5,4
576787093c6f2e0001bd472e,climate_evaluation_576787093c6f2e0001bd472e,Female,59,5,4
576787093c6f2e0001bd472e,education_university_576787093c6f2e0001bd472e,Female,59,5,4
576787093c6f2e0001bd472e,future_children_576787093c6f2e0001bd472e,Female,59,5,4
576787093c6f2e0001bd472e,life_satisfaction_576787093c6f2e0001bd472e,Female,59,5,4
576787093c6f2e0001bd472e,most_important_problem_576787093c6f2e0001bd472e,Female,59,5,4
576787093c6f2e0001bd472e,political_trust_washington_576787093c6f2e0001bd472e,Female,59,5,4
576787093c6f2e0001bd472e,president_576787093c6f2e0001bd472e,Female,59,5,4
576787093c6f2e0001bd472e,trust_most_people_576787093c6f2e0001bd472e,Female,59,5,4
576787093c6f2e0001bd472e,vote_choice_2_576787093c6f2e0001bd472e,Female,59,5,4
57a2caf8275be6000135b3aa,children_57a2caf8275be6000135b3aa,Female,30,5,3
57a2caf8275be6000135b3aa,climate_evaluation_57a2caf8275be6000135b3aa,Female,30,5,3
57a2caf8275be6000135b3aa,education_university_57a2caf8275be6000135b3aa,Female,30,5,3
57a2caf8275be6000135b3aa,future_children_57a2caf8275be6000135b3aa,Female,30,5,3
57a2caf8275be6000135b3aa,life_satisfaction_57a2caf8275be6000135b3aa,Female,30,5,3
57a2caf8275be6000135b3aa,most_important_problem_57a2caf8275be6000135b3aa,Female,30,5,3
57a2caf8275be6000135b3aa,political_trust_washington_57a2caf8275be6000135b3aa,Female,30,5,3
57a2caf8275be6000135b3aa,president_57a2caf8275be6000135b3aa,Female,30,5,3
57a2caf8275be6000135b3aa,trust_most_people_57a2caf8275be6000135b3aa,Female,30,5,3
57a2caf8275be6000135b3aa,vote_choice_2_57a2caf8275be6000135b3aa,Female,30,5,3
57ce74a271536c00015f12ed,children_57ce74a271536c00015f12ed,Female,28,5,4
57ce74a271536c00015f12ed,climate_evaluation_57ce74a271536c00015f12ed,Female,28,5,4
57ce74a271536c00015f12ed,education_university_57ce74a271536c00015f12ed,Female,28,5,4
57ce74a271536c00015f12ed,future_children_57ce74a271536c00015f12ed,Female,28,5,4
57ce74a271536c00015f12ed,life_satisfaction_57ce74a271536c00015f12ed,Female,28,5,4
57ce74a271536c00015f12ed,most_important_problem_57ce74a271536c00015f12ed,Female,28,5,4
57ce74a271536c00015f12ed,political_trust_washington_57ce74a271536c00015f12ed,Female,28,5,4
57ce74a271536c00015f12ed,president_57ce74a271536c00015f12ed,Female,28,5,4
57ce74a271536c00015f12ed,trust_most_people_57ce74a271536c00015f12ed,Female,28,5,4
57ce74a271536c00015f12ed,vote_choice_2_57ce74a271536c00015f12ed,Female,28,5,4
5850d667b64b9e00017cb722,children_5850d667b64b9e00017cb722,Male,61,3,4
5850d667b64b9e00017cb722,climate_evaluation_5850d667b64b9e00017cb722,Male,61,3,4
5850d667b64b9e00017cb722,education_university_5850d667b64b9e00017cb722,Male,61,3,4
5850d667b64b9e00017cb722,future_children_5850d667b64b9e00017cb722,Male,61,3,4
5850d667b64b9e00017cb722,life_satisfaction_5850d667b64b9e00017cb722,Male,61,3,4
5850d667b64b9e00017cb722,most_important_problem_5850d667b64b9e00017cb722,Male,61,3,4
5850d667b64b9e00017cb722,political_trust_washington_5850d667b64b9e00017cb722,Male,61,3,4
5850d667b64b9e00017cb722,president_5850d667b64b9e00017cb722,Male,61,3,4
5850d667b64b9e00017cb722,trust_most_people_5850d667b64b9e00017cb722,Male,61,3,4
5850d667b64b9e00017cb722,vote_choice_2_5850d667b64b9e00017cb722,Male,61,3,4
586935b7e16d530001b34787,children_586935b7e16d530001b34787,Female,34,5,3
586935b7e16d530001b34787,climate_evaluation_586935b7e16d530001b34787,Female,34,5,3
586935b7e16d530001b34787,education_university_586935b7e16d530001b34787,Female,34,5,3
586935b7e16d530001b34787,future_children_586935b7e16d530001b34787,Female,34,5,3
586935b7e16d530001b34787,life_satisfaction_586935b7e16d530001b34787,Female,34,5,3
586935b7e16d530001b34787,most_important_problem_586935b7e16d530001b34787,Female,34,5,3
586935b7e16d530001b34787,political_trust_washington_586935b7e16d530001b34787,Female,34,5,3
586935b7e16d530001b34787,president_586935b7e16d530001b34787,Female,34,5,3
586935b7e16d530001b34787,trust_most_people_586935b7e16d530001b34787,Female,34,5,3
586935b7e16d530001b34787,vote_choice_2_586935b7e16d530001b34787,Female,34,5,3
5898b6e256357700011c2c6b,children_5898b6e256357700011c2c6b,Male,65,7,4
5898b6e256357700011c2c6b,climate_evaluation_5898b6e256357700011c2c6b,Male,65,7,4
5898b6e256357700011c2c6b,education_university_5898b6e256357700011c2c6b,Male,65,7,4
5898b6e256357700011c2c6b,future_children_5898b6e256357700011c2c6b,Male,65,7,4
5898b6e256357700011c2c6b,life_satisfaction_5898b6e256357700011c2c6b,Male,65,7,4
5898b6e256357700011c2c6b,most_important_problem_5898b6e256357700011c2c6b,Male,65,7,4
5898b6e256357700011c2c6b,political_trust_washington_5898b6e256357700011c2c6b,Male,65,7,4
5898b6e256357700011c2c6b,president_5898b6e256357700011c2c6b,Male,65,7,4
5898b6e256357700011c2c6b,trust_most_people_5898b6e256357700011c2c6b,Male,65,7,4
5898b6e256357700011c2c6b,vote_choice_2_5898b6e256357700011c2c6b,Male,65,7,4
589ce4d65e63bf00013b3175,children_589ce4d65e63bf00013b3175,Female,28,3,3
589ce4d65e63bf00013b3175,climate_evaluation_589ce4d65e63bf00013b3175,Female,28,3,3
589ce4d65e63bf00013b3175,education_university_589ce4d65e63bf00013b3175,Female,28,3,3
589ce4d65e63bf00013b3175,future_children_589ce4d65e63bf00013b3175,Female,28,3,3
589ce4d65e63bf00013b3175,life_satisfaction_589ce4d65e63bf00013b3175,Female,28,3,3
589ce4d65e63bf00013b3175,most_important_problem_589ce4d65e63bf00013b3175,Female,28,3,3
589ce4d65e63bf00013b3175,political_trust_washington_589ce4d65e63bf00013b3175,Female,28,3,3
589ce4d65e63bf00013b3175,president_589ce4d65e63bf00013b3175,Female,28,3,3
589ce4d65e63bf00013b3175,trust_most_people_589ce4d65e63bf00013b3175,Female,28,3,3
589ce4d65e63bf00013b3175,vote_choice_2_589ce4d65e63bf00013b3175,Female,28,3,3
58a202ac66e4640001c52bfd,children_58a202ac66e4640001c52bfd,Male,52,5,3
58a202ac66e4640001c52bfd,climate_evaluation_58a202ac66e4640001c52bfd,Male,52,5,3
58a202ac66e4640001c52bfd,education_university_58a202ac66e4640001c52bfd,Male,52,5,3
58a202ac66e4640001c52bfd,future_children_58a202ac66e4640001c52bfd,Male,52,5,3
58a202ac66e4640001c52bfd,life_satisfaction_58a202ac66e4640001c52bfd,Male,52,5,3
58a202ac66e4640001c52bfd,most_important_problem_58a202ac66e4640001c52bfd,Male,52,5,3
58a202ac66e4640001c52bfd,political_trust_washington_58a202ac66e4640001c52bfd,Male,52,5,3
58a202ac66e4640001c52bfd,president_58a202ac66e4640001c52bfd,Male,52,5,3
58a202ac66e4640001c52bfd,trust_most_people_58a202ac66e4640001c52bfd,Male,52,5,3
58a202ac66e4640001c52bfd,vote_choice_2_58a202ac66e4640001c52bfd,Male,52,5,3
58a43e029a17120001d910d5,children_58a43e029a17120001d910d5,Female,39,3,4
58a43e029a17120001d910d5,climate_evaluation_58a43e029a17120001d910d5,Female,39,3,4
58a43e029a17120001d910d5,education_university_58a43e029a17120001d910d5,Female,39,3,4
58a43e029a17120001d910d5,future_children_58a43e029a17120001d910d5,Female,39,3,4
58a43e029a17120001d910d5,life_satisfaction_58a43e029a17120001d910d5,Female,39,3,4
58a43e029a17120001d910d5,most_important_problem_58a43e029a17120001d910d5,Female,39,3,4
58a43e029a17120001d910d5,political_trust_washington_58a43e029a17120001d910d5,Female,39,3,4
58a43e029a17120001d910d5,president_58a43e029a17120001d910d5,Female,39,3,4
58a43e029a17120001d910d5,trust_most_people_58a43e029a17120001d910d5,Female,39,3,4
58a43e029a17120001d910d5,vote_choice_2_58a43e029a17120001d910d5,Female,39,3,4
58cc6e1293dac30001d4abc6,children_58cc6e1293dac30001d4abc6,Male,52,5,3
58cc6e1293dac30001d4abc6,climate_evaluation_58cc6e1293dac30001d4abc6,Male,52,5,3
58cc6e1293dac30001d4abc6,education_university_58cc6e1293dac30001d4abc6,Male,52,5,3
58cc6e1293dac30001d4abc6,future_children_58cc6e1293dac30001d4abc6,Male,52,5,3
58cc6e1293dac30001d4abc6,life_satisfaction_58cc6e1293dac30001d4abc6,Male,52,5,3
58cc6e1293dac30001d4abc6,most_important_problem_58cc6e1293dac30001d4abc6,Male,52,5,3
58cc6e1293dac30001d4abc6,political_trust_washington_58cc6e1293dac30001d4abc6,Male,52,5,3
58cc6e1293dac30001d4abc6,president_58cc6e1293dac30001d4abc6,Male,52,5,3
58cc6e1293dac30001d4abc6,trust_most_people_58cc6e1293dac30001d4abc6,Male,52,5,3
58cc6e1293dac30001d4abc6,vote_choice_2_58cc6e1293dac30001d4abc6,Male,52,5,3
58f0fca0d40252000192f201,children_58f0fca0d40252000192f201,Male,41,6,3
58f0fca0d40252000192f201,climate_evaluation_58f0fca0d40252000192f201,Male,41,6,3
58f0fca0d40252000192f201,education_university_58f0fca0d40252000192f201,Male,41,6,3
58f0fca0d40252000192f201,future_children_58f0fca0d40252000192f201,Male,41,6,3
58f0fca0d40252000192f201,life_satisfaction_58f0fca0d40252000192f201,Male,41,6,3
58f0fca0d40252000192f201,most_important_problem_58f0fca0d40252000192f201,Male,41,6,3
58f0fca0d40252000192f201,political_trust_washington_58f0fca0d40252000192f201,Male,41,6,3
58f0fca0d40252000192f201,president_58f0fca0d40252000192f201,Male,41,6,3
